structure_number,nbi_year,state,county,latitude,longitude,year_built,material_code,material,design_code,design_type,num_spans,structure_length_m,deck_width_m,condition_rating,hwb_class,deck_area_m2,design_era
53C1234,2024,6,37,34.14590277777778,-118.39598055555555,1951,1,concrete,5,other,1,33.5,23.2,7.0,HWB3,777.1999999999999,conventional
53C1236,2024,6,37,34.16133611111111,-118.63435555555556,1958,1,concrete,0,other,2,7.0,13.8,,HWB7,96.6,conventional
53C1239,2024,6,37,34.121272222222224,-118.27048888888888,1925,2,concrete,4,other,6,92.7,21.3,7.0,HWB5,1974.51,conventional
53C1240,2024,6,37,34.274791666666665,-118.45248611111111,1967,1,concrete,0,other,2,9.8,11.0,,HWB7,107.8,conventional
53C1241,2024,6,37,34.164766666666665,-118.41286111111113,1950,1,concrete,5,other,1,23.8,20.1,7.0,HWB3,478.38000000000005,conventional
53C1243,2024,6,37,34.16820833333333,-118.6339888888889,1968,1,concrete,0,other,1,14.3,11.6,,HWB3,165.88,conventional
53C1244,2024,6,37,34.19425555555555,-118.57959722222222,1958,5,prestressed_concrete,5,other,2,61.0,18.9,7.0,HWB7,1152.9,conventional
53C1248,2024,6,37,33.93771388888889,-118.260775,1952,1,concrete,0,other,1,13.4,9.1,,HWB3,121.94,conventional
53C1249,2024,6,37,34.25906388888889,-118.31129444444444,1936,1,concrete,0,other,1,10.1,11.4,,HWB3,115.14,conventional
53C1252,2024,6,37,34.03025,-118.51505833333331,1940,1,concrete,0,other,1,23.1,18.2,7.0,HWB3,420.42,conventional
53C1253,2024,6,37,33.98735,-118.40267777777778,1962,1,concrete,5,other,1,21.0,11.6,7.0,HWB3,243.6,conventional
53C1255,2024,6,37,34.049325,-118.400475,1963,1,concrete,5,other,1,6.7,11.0,7.0,HWB3,73.7,conventional
53C1257,2024,6,37,34.23536666666667,-118.54771944444444,1969,2,concrete,5,other,2,11.0,24.4,,HWB5,268.4,conventional
53C1258,2024,6,37,34.23533888888889,-118.59265277777776,1971,2,concrete,0,other,2,21.0,24.4,,HWB5,512.4,conventional
53C1259,2024,6,37,34.235597222222225,-118.49628333333334,1955,2,concrete,0,other,2,18.3,24.0,7.0,HWB5,439.2000000000001,conventional
53C1261,2024,6,37,33.867775,-118.288975,1964,5,prestressed_concrete,5,other,3,69.5,20.1,7.0,HWB7,1396.95,conventional
53C1262,2024,6,37,33.93091666666666,-118.25510833333334,1951,1,concrete,5,other,1,15.8,12.2,7.0,HWB3,192.76,conventional
53C1263,2024,6,37,33.86151944444445,-118.2842722222222,1966,2,concrete,5,other,4,67.7,24.4,7.0,HWB5,1651.88,conventional
53C1264,2024,6,37,34.2629,-118.31566111111113,1937,1,concrete,1,other,1,11.0,8.1,,HWB3,89.1,conventional
53C1265,2024,6,37,34.281083333333335,-118.3721861111111,1977,2,concrete,5,other,2,12.9,9.8,5.0,HWB6,126.42000000000002,seismic
53C1267,2024,6,37,34.195125,-118.60145555555556,1958,5,prestressed_concrete,5,other,1,29.6,16.5,7.0,HWB3,488.4,conventional
53C1268,2024,6,37,34.233358333333335,-118.60156944444444,1966,1,concrete,0,other,1,11.9,12.8,,HWB3,152.32000000000002,conventional
53C1269,2024,6,37,34.17908333333333,-118.61860555555556,1963,2,concrete,5,other,2,18.0,21.5,,HWB5,387.0,conventional
53C1270,2024,6,37,34.17930555555555,-118.414325,1952,1,concrete,5,other,1,23.5,18.9,7.0,HWB3,444.15,conventional
53C1274,2024,6,37,34.018144444444445,-118.4252888888889,1957,1,concrete,5,other,1,17.4,19.5,7.0,HWB3,339.29999999999995,conventional
53C1275,2024,6,37,34.228094444444444,-118.59331666666668,1972,2,concrete,0,other,2,22.2,20.1,,HWB5,446.22,conventional
53C1276,2024,6,37,34.228369444444446,-118.4970888888889,1955,2,concrete,5,other,2,18.3,19.2,7.0,HWB5,351.36,conventional
53C1277,2024,6,37,34.228094444444444,-118.59435833333332,1966,1,concrete,0,other,1,13.1,19.8,,HWB3,259.38,conventional
53C1280,2024,6,37,34.22813333333333,-118.5462,1955,2,concrete,5,other,2,15.8,21.3,,HWB5,336.54,conventional
53C1283,2024,6,37,34.23225277777778,-118.36401111111113,1962,1,concrete,4,other,1,6.7,10.8,,HWB3,72.36000000000001,conventional
53C1284,2024,6,37,34.184713888888886,-118.64635555555556,1961,1,concrete,5,other,1,12.2,10.9,7.0,HWB3,132.98,conventional
53C1287,2024,6,37,34.18545555555555,-118.6427,1959,1,concrete,5,other,1,12.5,24.4,5.0,HWB3,305.0,conventional
53C1288,2024,6,37,34.19523333333333,-118.64215277777778,1961,5,prestressed_concrete,5,other,1,16.5,24.4,7.0,HWB3,402.6,conventional
53C1289,2024,6,37,34.24310833333333,-118.49343888888887,1974,2,concrete,5,other,2,17.1,18.9,7.0,HWB5,323.19,conventional
53C1290,2024,6,37,34.24264166666667,-118.54590833333332,1967,1,concrete,5,other,1,11.0,20.7,,HWB3,227.7,conventional
53C1292,2024,6,37,34.24254166666667,-118.61026666666666,1966,1,concrete,5,other,1,13.7,14.0,,HWB3,191.8,conventional
53C1293,2024,6,37,34.14688611111111,-118.39204444444444,1950,1,concrete,5,other,1,21.0,10.9,7.0,HWB3,228.9,conventional
53C1295,2024,6,37,34.250625,-118.53594722222222,1950,1,concrete,5,other,1,7.1,24.4,,HWB3,173.23999999999998,conventional
53C1298,2024,6,37,34.15575833333333,-118.29385,1938,2,concrete,4,other,5,116.4,17.1,7.0,HWB5,1990.4400000000005,conventional
53C1299,2024,6,37,34.15745,-118.40509166666668,1950,1,concrete,5,other,1,47.2,24.4,6.0,HWB3,1151.68,conventional
53C1300,2024,6,37,34.21983055555556,-118.58726944444444,1971,2,concrete,5,other,2,21.0,24.4,,HWB5,512.4,conventional
53C1301,2024,6,37,34.22154166666667,-118.42278888888887,1956,1,concrete,5,other,1,23.8,24.4,7.0,HWB3,580.72,conventional
53C1302,2024,6,37,34.219186111111114,-118.62876388888888,1927,2,concrete,0,other,2,7.0,24.4,,HWB5,170.79999999999998,conventional
53C1304,2024,6,37,34.22058611111111,-118.4990138888889,1955,2,concrete,5,other,2,20.4,22.3,7.0,HWB5,454.92,conventional
53C1305,2024,6,37,34.31225555555555,-118.47041111111112,1968,1,concrete,0,other,1,7.3,14.3,,HWB3,104.39,conventional
53C1307,2024,6,37,34.276088888888886,-118.45385277777778,1967,1,concrete,0,other,2,9.8,18.6,,HWB7,182.28000000000003,conventional
53C1308,2024,6,37,34.27184444444444,-118.487075,1962,2,concrete,5,other,2,17.7,18.9,7.0,HWB5,334.53,conventional
53C1309,2024,6,37,34.080325,-118.22486666666668,1913,1,concrete,5,other,1,21.7,17.1,,HWB3,371.07,conventional
53C1311,2024,6,37,33.938694444444444,-118.26940833333332,1952,1,concrete,0,other,1,10.0,18.3,,HWB3,183.0,conventional
53C1312,2024,6,37,34.208219444444445,-118.58315,1971,2,concrete,0,other,2,21.0,19.5,,HWB5,409.5,conventional
53C1313,2024,6,37,34.208875000000006,-118.42640277777778,1952,1,concrete,C,other,1,23.2,20.1,7.0,HWB3,466.32,conventional
53C1314,2024,6,37,34.208283333333334,-118.54409444444444,1954,2,concrete,5,other,2,16.1,20.1,,HWB5,323.61000000000007,conventional
53C1315,2024,6,37,34.20831944444445,-118.49751111111112,1954,2,concrete,5,other,2,18.0,20.1,7.0,HWB5,361.8,conventional
53C1316,2024,6,37,34.20835277777778,-118.4536138888889,1933,1,concrete,1,other,2,16.8,19.5,,HWB7,327.6,conventional
53C1321,2024,6,37,34.03446666666667,-118.22864722222222,1927,2,concrete,4,other,3,314.0,17.1,7.0,HWB1,5369.400000000001,conventional
53C1322,2024,6,37,34.20107222222222,-118.426875,1952,1,concrete,5,other,1,24.4,24.4,7.0,HWB3,595.3599999999999,conventional
53C1323,2024,6,37,34.200830555555555,-118.62018888888888,1963,1,concrete,2,other,1,12.2,24.5,,HWB3,298.9,conventional
53C1325,2024,6,37,34.18446944444444,-118.61441388888888,1964,2,concrete,0,other,2,16.5,19.5,,HWB5,321.75,conventional
53C1326,2024,6,37,34.2481,-118.61469722222222,1967,1,concrete,5,other,1,12.8,11.6,,HWB3,148.48,conventional
53C1327,2024,6,37,34.25233055555555,-118.61497777777775,1967,1,concrete,0,other,1,19.6,7.0,,HWB3,137.20000000000002,conventional
53C1330,2024,6,37,34.21557777777778,-118.54410555555556,1952,2,concrete,5,other,2,16.1,12.2,,HWB5,196.42,conventional
53C1331,2024,6,37,34.239047222222226,-118.36773888888888,1963,1,concrete,5,other,1,8.2,18.3,,HWB3,150.06,conventional
53C1334,2024,6,37,34.23248888888889,-118.55341388888888,1971,1,concrete,5,other,1,10.7,21.3,6.0,HWB3,227.91,conventional
53C1335,2024,6,37,34.187797222222216,-118.55335277777776,1957,3,steel,5,other,2,55.7,22.5,7.0,HWB28,1253.25,conventional
53C1336,2024,6,37,34.076527777777784,-118.28420277777778,1934,3,steel,4,other,1,32.3,17.0,7.0,HWB15,549.0999999999999,conventional
53C1340,2024,6,37,34.03975555555555,-118.36550277777778,1974,1,concrete,5,other,1,18.3,11.0,7.0,HWB3,201.3,conventional
53C1341,2024,6,37,34.14094166666666,-118.37887777777776,1949,1,concrete,1,other,1,43.3,18.6,7.0,HWB3,805.38,conventional
53C1342,2024,6,37,34.266197222222225,-118.609125,1967,1,concrete,0,other,1,7.0,9.1,,HWB3,63.7,conventional
53C1351,2024,6,37,34.16305555555555,-118.63789166666668,1962,1,concrete,0,other,1,13.1,18.3,,HWB3,239.73,conventional
53C1352,2024,6,37,34.19869722222222,-118.65618888888888,1963,2,concrete,5,other,2,12.8,22.6,,HWB5,289.28000000000003,conventional
53C1353,2024,6,37,34.15772777777778,-118.448575,1952,1,concrete,2,other,1,17.4,22.6,7.0,HWB3,393.24,conventional
53C1354,2024,6,37,34.20598611111112,-118.44865,1948,1,concrete,4,other,1,8.2,22.6,,HWB3,185.32,conventional
53C1355,2024,6,37,34.25271388888889,-118.440225,1954,3,steel,5,other,1,25.3,24.4,7.0,HWB15,617.3199999999999,conventional
53C1357,2024,6,37,34.19364722222222,-118.60453333333332,1964,2,concrete,5,other,2,17.7,19.4,,HWB5,343.37999999999994,conventional
53C1358,2024,6,37,34.19361388888888,-118.62785277777778,1949,7,wood,4,other,1,7.0,18.9,7.0,HWB28,132.29999999999998,conventional
53C1359,2024,6,37,34.19373888888889,-118.42239722222224,1951,1,concrete,5,other,1,27.4,21.3,7.0,HWB3,583.62,conventional
53C1360,2024,6,37,34.193752777777775,-118.54408055555557,1954,1,concrete,5,other,1,19.8,19.5,7.0,HWB3,386.1,conventional
53C1361,2024,6,37,34.193825,-118.49702777777776,1954,2,concrete,2,other,2,18.9,19.8,7.0,HWB5,374.22,conventional
53C1362,2024,6,37,34.193688888888886,-118.57865277777778,1958,6,prestressed_concrete,6,other,3,85.3,19.5,5.0,HWB5,1663.35,conventional
53C1363,2024,6,37,34.26721388888889,-118.59290833333333,1973,1,concrete,0,other,3,30.8,12.2,,HWB7,375.76,conventional
53C1365,2024,6,37,34.186455555555554,-118.6407638888889,1959,2,concrete,5,other,2,23.8,24.4,7.0,HWB5,580.72,conventional
53C1366,2024,6,37,34.18633333333333,-118.612525,1966,2,concrete,0,other,2,17.7,24.4,7.0,HWB5,431.88,conventional
53C1367,2024,6,37,34.18653333333333,-118.49787777777776,1955,1,concrete,2,other,1,10.1,22.6,7.0,HWB3,228.26,conventional
53C1369,2024,6,37,34.186499999999995,-118.52961666666668,1963,3,steel,5,other,5,122.2,24.4,5.0,HWB28,2981.68,conventional
53C1370,2024,6,37,34.18655555555555,-118.41768333333334,1952,1,concrete,5,other,1,26.8,22.6,7.0,HWB3,605.6800000000001,conventional
53C1372,2024,6,37,34.22861944444445,-118.36401111111113,1960,1,concrete,4,other,1,6.2,8.5,,HWB3,52.7,conventional
53C1374,2024,6,37,34.143391666666666,-118.37012777777775,1930,3,steel,5,other,4,52.1,25.0,7.0,HWB28,1302.5,conventional
53C1375,2024,6,37,34.0173,-118.22375,1931,1,concrete,0,other,5,95.1,23.8,7.0,HWB7,2263.38,conventional
53C1378,2024,6,37,34.2669,-118.31848333333332,1936,1,concrete,1,other,1,8.5,11.0,,HWB3,93.5,conventional
53C1379,2024,6,37,34.231947222222225,-118.41818888888888,1955,3,steel,5,other,1,24.1,11.0,5.0,HWB15,265.1,conventional
53C1380,2024,6,37,34.04646111111111,-118.33450833333332,1933,2,concrete,4,other,2,38.7,12.2,7.0,HWB5,472.14,conventional
53C1381,2024,6,37,34.03004166666667,-118.51658055555556,1940,1,concrete,0,other,1,11.5,18.3,7.0,HWB3,210.45,conventional
53C1382,2024,6,37,33.83719166666667,-118.30882777777778,1959,2,concrete,5,other,2,10.7,19.8,,HWB5,211.86,conventional
53C1383,2024,6,37,34.14348611111111,-118.40508055555556,1950,1,concrete,5,other,1,20.7,20.1,7.0,HWB3,416.07,conventional
53C1384,2024,6,37,34.24402222222222,-118.54465555555556,1969,1,concrete,5,other,1,13.7,17.1,,HWB3,234.27,conventional
53C1385,2024,6,37,34.21673611111111,-118.54473055555556,1955,2,concrete,4,other,2,23.2,17.2,,HWB5,399.04,conventional
53C1386,2024,6,37,34.188377777777774,-118.54465277777776,1957,3,steel,5,other,2,56.8,20.1,7.0,HWB28,1141.68,conventional
53C1388,2024,6,37,34.19056666666666,-118.570825,1958,3,steel,5,other,2,52.9,24.4,7.0,HWB28,1290.76,conventional
53C1389,2024,6,37,34.17102777777777,-118.6318861111111,1968,1,concrete,0,other,1,21.6,11.0,,HWB3,237.6,conventional
53C1390,2024,6,37,34.21611111111111,-118.6320611111111,1973,1,concrete,5,other,1,7.9,19.5,,HWB3,154.05,conventional
53C1392,2024,6,37,34.15403055555556,-118.43109166666667,1952,1,concrete,5,other,1,23.2,22.6,7.0,HWB3,524.32,conventional
53C1393,2024,6,37,34.25588055555556,-118.30693611111111,1936,1,concrete,0,other,1,10.1,11.0,,HWB3,111.1,conventional
53C1394,2024,6,37,33.94043333333333,-118.434725,1973,5,prestressed_concrete,6,other,1,47.8,17.0,5.0,HWB3,812.5999999999999,conventional
53C1395,2024,6,37,34.24677777777778,-118.5403361111111,1963,1,concrete,5,other,1,9.8,12.2,,HWB3,119.56,conventional
53C1399,2024,6,37,33.999825,-118.417675,1949,1,concrete,5,other,2,10.7,23.7,,HWB7,253.59,conventional
53C1403,2024,6,37,34.45111388888889,-118.61486666666666,1931,1,concrete,2,other,7,75.3,10.4,7.0,HWB7,783.12,conventional
53C1408,2024,6,37,34.10476111111111,-118.07704722222222,1933,1,concrete,0,other,1,14.6,21.3,7.0,HWB3,310.98,conventional
53C1412,2024,6,37,34.11351111111112,-118.00296666666668,1950,1,concrete,5,other,1,17.4,15.0,7.0,HWB3,261.0,conventional
53C1414,2024,6,37,34.06619722222222,-118.092925,1952,1,concrete,5,other,1,14.6,11.0,5.0,HWB3,160.6,conventional
53C1415,2024,6,37,34.07523611111112,-118.07851944444444,1953,3,steel,5,other,1,18.0,11.3,5.0,HWB15,203.4,conventional
53C1416,2024,6,37,34.10925,-118.07973055555556,1953,2,concrete,5,other,3,27.1,11.0,4.0,HWB5,298.1,conventional
53C1417L,2024,6,37,34.01367777777778,-118.063325,1954,2,concrete,5,other,6,129.8,15.2,6.0,HWB5,1972.96,conventional
53C1417R,2024,6,37,34.01356111111111,-118.06346666666668,1954,2,concrete,5,other,6,129.8,15.2,4.0,HWB5,1972.96,conventional
53C1419,2024,6,37,34.08527222222222,-118.056625,1956,3,steel,5,other,1,17.7,17.1,4.0,HWB15,302.67,conventional
53C1420,2024,6,37,34.092736111111115,-118.06778333333332,1956,3,steel,5,other,1,21.6,12.2,7.0,HWB15,263.52,conventional
53C1421,2024,6,37,34.09622777777778,-118.03411944444444,1955,1,concrete,5,other,1,11.0,11.0,6.0,HWB3,121.0,conventional
53C1422,2024,6,37,34.09961388888889,-118.03481666666669,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1423,2024,6,37,34.10284166666667,-118.03548888888888,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1424,2024,6,37,34.10855,-118.036675,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1425,2024,6,37,34.109375,-118.03684166666666,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1426,2024,6,37,34.11148888888889,-118.03712777777775,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1427,2024,6,37,34.11611111111111,-118.03726388888887,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1428,2024,6,37,34.11752222222222,-118.03729444444444,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1429,2024,6,37,34.11879166666667,-118.03731666666668,1955,1,concrete,5,other,1,11.0,11.0,7.0,HWB3,121.0,conventional
53C1430,2024,6,37,34.12014444444444,-118.03738888888888,1955,1,concrete,5,other,1,11.5,11.0,7.0,HWB3,126.5,conventional
53C1431,2024,6,37,34.125566666666664,-118.03926666666666,1955,1,concrete,5,other,1,11.6,11.0,7.0,HWB3,127.6,conventional
53C1432,2024,6,37,34.01428611111111,-118.05734444444444,1954,2,concrete,5,other,2,14.6,20.7,5.0,HWB5,302.22,conventional
53C1433,2024,6,37,34.37687777777778,-118.47106388888888,1959,1,concrete,5,other,2,11.3,7.5,,HWB7,84.75,conventional
53C1434,2024,6,37,34.381116666666664,-118.41468055555556,1958,5,prestressed_concrete,5,other,1,20.3,7.5,5.0,HWB3,152.25,conventional
53C1435,2024,6,37,33.83536388888889,-118.25821944444444,1961,3,steel,5,other,4,76.2,8.4,5.0,HWB28,640.08,conventional
53C1436,2024,6,37,34.106230555555555,-118.07835555555556,1955,1,concrete,5,other,1,12.8,12.2,5.0,HWB3,156.16,conventional
53C1438,2024,6,37,34.15939722222222,-118.08814444444444,1958,1,concrete,5,other,1,11.6,12.2,7.0,HWB3,141.51999999999998,conventional
53C1440,2024,6,37,33.87108888888889,-118.298925,1958,2,concrete,5,other,3,23.8,18.3,,HWB5,435.54,conventional
53C1442,2024,6,37,34.423877777777776,-118.65695,1958,1,concrete,6,other,2,12.2,7.3,5.0,HWB7,89.05999999999999,conventional
53C1443,2024,6,37,33.909666666666666,-118.04083888888889,1959,5,prestressed_concrete,5,other,2,40.2,12.2,5.0,HWB7,490.44,conventional
53C1444,2024,6,37,33.91209722222222,-118.01167777777778,1964,1,concrete,5,other,2,11.9,21.1,,HWB7,251.09000000000003,conventional
53C1447,2024,6,37,33.88616944444444,-118.03339722222222,1959,2,concrete,5,other,4,51.7,9.1,5.0,HWB5,470.47,conventional
53C1449,2024,6,37,34.24129722222222,-118.2403638888889,1937,1,concrete,0,other,1,9.5,7.9,,HWB3,75.05,conventional
53C1450,2024,6,37,33.94319722222222,-118.03598888888888,1960,1,concrete,0,other,3,10.7,12.2,,HWB7,130.54,conventional
53C1451,2024,6,37,33.94792777777777,-118.04819166666668,1960,1,concrete,0,other,3,10.7,12.2,,HWB7,130.54,conventional
53C1452,2024,6,37,33.940372222222216,-118.03540277777778,1960,1,concrete,0,other,3,11.9,12.2,,HWB7,145.18,conventional
53C1453,2024,6,37,33.94959444444444,-118.0484861111111,1960,1,concrete,0,other,3,16.7,12.1,,HWB7,202.07,conventional
53C1454,2024,6,37,34.20862777777778,-118.23306111111113,1936,1,concrete,4,other,1,11.0,7.3,7.0,HWB3,80.3,conventional
53C1457,2024,6,37,33.854797222222224,-118.2790611111111,1961,5,prestressed_concrete,5,other,3,65.8,23.2,5.0,HWB7,1526.56,conventional
53C1458,2024,6,37,33.909102777777775,-118.32592222222222,1961,2,concrete,5,other,3,33.5,15.8,5.0,HWB5,529.3000000000001,conventional
53C1459,2024,6,37,34.21689722222222,-118.2331638888889,1936,1,concrete,4,other,1,7.6,8.5,7.0,HWB3,64.6,conventional
53C1460,2024,6,37,34.216455555555555,-118.23348333333334,1936,1,concrete,4,other,1,7.6,7.0,7.0,HWB3,53.2,conventional
53C1461,2024,6,37,34.215825,-118.23385277777778,1936,1,concrete,4,other,1,7.6,11.6,7.0,HWB3,88.16,conventional
53C1462,2024,6,37,34.21460555555556,-118.23463333333332,1936,1,concrete,4,other,1,7.6,12.2,7.0,HWB3,92.71999999999998,conventional
53C1463,2024,6,37,34.21498611111112,-118.2266861111111,1936,1,concrete,4,other,1,7.6,8.2,5.0,HWB3,62.31999999999999,conventional
53C1464,2024,6,37,34.21715555555556,-118.22522222222224,1936,0,other,4,other,1,20.4,12.2,7.0,HWB28,248.88,conventional
53C1465,2024,6,37,34.21854444444445,-118.22462222222222,1936,1,concrete,4,other,1,7.0,9.1,7.0,HWB3,63.7,conventional
53C1466,2024,6,37,34.22128888888889,-118.223125,1936,1,concrete,4,other,1,7.6,9.4,7.0,HWB3,71.44,conventional
53C1468,2024,6,37,33.844550000000005,-118.27989166666669,1962,1,concrete,5,other,3,14.3,24.4,,HWB7,348.92,conventional
53C1469,2024,6,37,33.87678888888889,-118.3134361111111,1959,1,concrete,0,other,3,27.9,10.7,,HWB7,298.53,conventional
53C1472,2024,6,37,34.155975,-118.63942222222222,1968,1,concrete,0,other,2,7.9,12.2,,HWB7,96.38,conventional
53C1473,2024,6,37,34.04513611111111,-118.00378611111113,1963,1,concrete,0,other,1,6.4,12.2,,HWB3,78.08,conventional
53C1474,2024,6,37,34.149675,-118.6433027777778,1967,1,concrete,0,other,2,6.3,16.2,,HWB7,102.06,conventional
53C1475,2024,6,37,33.84903055555556,-118.0633,1962,1,concrete,0,other,3,11.9,20.5,,HWB7,243.95,conventional
53C1481,2024,6,37,33.881025,-118.22449444444445,1963,2,concrete,5,other,2,24.4,17.1,5.0,HWB5,417.24,conventional
53C1483,2024,6,37,33.935088888888885,-118.00720555555556,1963,1,concrete,0,other,1,10.9,17.2,,HWB3,187.48,conventional
53C1484,2024,6,37,33.84324166666667,-118.09168055555556,1964,1,concrete,4,other,2,14.8,11.0,,HWB7,162.8,conventional
53C1488L,2024,6,37,34.41870833333333,-118.54873611111113,1967,6,prestressed_concrete,5,other,3,57.6,10.6,7.0,HWB5,610.56,conventional
53C1488R,2024,6,37,34.41865277777777,-118.54858333333333,1967,6,prestressed_concrete,5,other,3,57.6,10.6,7.0,HWB5,610.56,conventional
53C1489L,2024,6,37,34.147727777777774,-118.78722777777776,1965,5,prestressed_concrete,5,other,1,15.2,6.1,7.0,HWB3,92.71999999999998,conventional
53C1489R,2024,6,37,34.14772222222222,-118.78707777777778,1965,5,prestressed_concrete,5,other,1,15.2,6.1,7.0,HWB3,92.71999999999998,conventional
53C1490,2024,6,37,34.44859444444444,-118.50668611111112,1966,5,prestressed_concrete,5,other,2,29.1,12.2,7.0,HWB7,355.02,conventional
53C1492,2024,6,37,34.40714166666667,-118.413675,1965,1,concrete,0,other,2,8.5,11.0,,HWB7,93.5,conventional
53C1498,2024,6,37,34.55791111111111,-118.14747222222223,1968,2,concrete,5,other,2,49.0,11.0,6.0,HWB5,539.0,conventional
53C1499,2024,6,37,34.55373611111111,-118.14119444444444,1968,2,concrete,5,other,2,41.5,9.8,5.0,HWB5,406.7000000000001,conventional
53C1500,2024,6,37,34.53245277777778,-118.07619722222222,1968,2,concrete,5,other,2,50.3,7.3,5.0,HWB5,367.19,conventional
53C1501,2024,6,37,34.532263888888885,-118.05836111111113,1968,2,concrete,5,other,2,35.4,8.4,5.0,HWB5,297.36,conventional
53C1502,2024,6,37,34.53010277777778,-118.04517777777778,1968,2,concrete,5,other,2,37.2,10.7,5.0,HWB5,398.04,conventional
53C1503,2024,6,37,34.52723888888889,-118.02757777777778,1968,2,concrete,5,other,2,28.5,8.6,7.0,HWB5,245.1,conventional
53C1514,2024,6,37,33.857844444444446,-118.27451111111112,1967,2,concrete,5,other,3,26.2,20.5,5.0,HWB5,537.1,conventional
53C1515,2024,6,37,33.87782777777778,-118.01135277777776,1967,5,prestressed_concrete,0,other,1,26.7,16.9,5.0,HWB3,451.23,conventional
53C1517,2024,6,37,34.09894722222222,-118.07562777777775,1967,1,concrete,5,other,1,14.0,19.5,7.0,HWB3,273.0,conventional
53C1518,2024,6,37,34.14164722222222,-118.81179722222222,1967,5,prestressed_concrete,5,other,1,11.7,12.2,7.0,HWB3,142.73999999999998,conventional
53C1519,2024,6,37,33.85114166666667,-118.25898055555557,1966,1,concrete,0,other,2,6.4,11.0,,HWB7,70.4,conventional
53C1520,2024,6,37,33.85008333333334,-118.26137777777778,1966,1,concrete,0,other,2,6.7,11.0,,HWB7,73.7,conventional
53C1521,2024,6,37,34.38151944444444,-118.54673055555556,1967,3,steel,0,other,1,7.1,12.2,,HWB15,86.61999999999999,conventional
53C1522,2024,6,37,34.380325,-118.54605,1967,3,steel,0,other,1,7.1,12.8,,HWB15,90.88,conventional
53C1523,2024,6,37,33.80726666666666,-118.29657222222222,1967,1,concrete,0,other,4,10.7,12.2,,HWB7,130.54,conventional
53C1525,2024,6,37,34.09482777777778,-118.6019861111111,1968,2,concrete,4,other,2,17.7,9.1,7.0,HWB5,161.07,conventional
53C1527,2024,6,37,34.29246388888889,-118.3620722222222,1970,2,concrete,5,other,2,17.4,7.5,7.0,HWB5,130.5,conventional
53C1528,2024,6,37,34.43676388888888,-118.53496666666666,1972,1,concrete,5,other,1,13.5,12.1,7.0,HWB3,163.35,conventional
53C1529,2024,6,37,34.442388888888885,-118.53630555555556,1970,1,concrete,5,other,1,13.7,18.9,7.0,HWB3,258.92999999999995,conventional
53C1531,2024,6,37,34.57868333333334,-118.55565277777778,1970,3,steel,5,other,1,21.9,7.3,6.0,HWB15,159.86999999999998,conventional
53C1532,2024,6,37,34.443666666666665,-118.39186666666669,1970,1,concrete,0,other,2,6.1,12.2,,HWB7,74.41999999999999,conventional
53C1533,2024,6,37,34.43700555555555,-118.39322777777778,1970,1,concrete,0,other,2,7.9,12.2,,HWB7,96.38,conventional
53C1534,2024,6,37,34.1335,-118.72395833333331,1971,1,concrete,0,other,2,8.2,19.5,,HWB7,159.89999999999998,conventional
53C1535,2024,6,37,34.139125,-118.81959444444443,1969,1,concrete,0,other,2,8.2,12.1,,HWB7,99.21999999999998,conventional
53C1536,2024,6,37,34.14210277777778,-118.65443611111112,1970,1,concrete,0,other,2,7.9,12.1,,HWB7,95.59,conventional
53C1538,2024,6,37,34.43320277777777,-118.53560555555556,1970,1,concrete,5,other,1,13.4,12.1,7.0,HWB3,162.14,conventional
53C1539,2024,6,37,34.14173888888889,-118.74279166666666,1970,1,concrete,0,other,2,9.8,11.3,,HWB7,110.74,conventional
53C1541,2024,6,37,33.86550277777778,-118.10488888888888,1972,5,prestressed_concrete,5,other,1,41.8,14.9,7.0,HWB3,622.8199999999999,conventional
53C1542,2024,6,37,33.93673611111111,-118.03216666666668,1969,1,concrete,5,other,2,12.8,11.6,,HWB7,148.48,conventional
53C1543,2024,6,37,33.93881666666666,-118.02572777777776,1971,1,concrete,0,other,2,13.4,12.1,,HWB7,162.14,conventional
53C1544,2024,6,37,34.38769444444444,-118.5350111111111,1978,1,concrete,5,other,1,11.5,11.8,,HWB4,135.70000000000002,seismic
53C1545,2024,6,37,34.01595833333333,-118.05540555555557,1970,1,concrete,0,other,4,10.7,19.5,,HWB7,208.65,conventional
53C1546,2024,6,37,34.35973888888889,-118.55561388888889,1960,1,concrete,0,other,2,10.4,12.8,,HWB7,133.12,conventional
53C1548,2024,6,37,34.441063888888884,-118.51570833333334,1975,5,prestressed_concrete,5,other,2,41.5,12.2,7.0,HWB8,506.3,seismic
53C1549,2024,6,37,33.93774444444444,-118.01706388888888,1973,1,concrete,5,other,1,12.5,11.2,,HWB3,140.0,conventional
