structure_number,nbi_year,state,county,latitude,longitude,year_built,material_code,material,design_code,design_type,num_spans,structure_length_m,deck_width_m,condition_rating,hwb_class,deck_area_m2,design_era
53C1550,2024,6,37,34.45076944444445,-118.5364,1972,1,concrete,5,other,1,13.4,12.1,7.0,HWB3,162.14,conventional
53C1554,2024,6,37,34.388263888888886,-118.55814722222222,1973,1,concrete,5,other,1,23.8,12.2,7.0,HWB3,290.36,conventional
53C1556,2024,6,37,33.89821666666666,-118.33053333333334,1974,5,prestressed_concrete,5,other,2,38.7,12.1,6.0,HWB7,468.27,conventional
53C1561,2024,6,37,33.87975277777778,-118.32693611111112,1960,1,concrete,0,other,3,26.2,10.4,,HWB7,272.48,conventional
53C1562,2024,6,37,33.87784722222222,-118.31771666666668,1960,1,concrete,0,other,3,23.2,17.0,,HWB7,394.4,conventional
53C1566,2024,6,37,34.14228333333333,-118.02276666666668,1971,5,prestressed_concrete,5,other,1,18.9,14.6,7.0,HWB3,275.94,conventional
53C1571,2024,6,37,34.152775,-118.02810833333334,1961,1,concrete,0,other,1,10.7,10.9,5.0,HWB3,116.63,conventional
53C1577,2024,6,37,33.88642222222222,-118.22802222222222,1938,3,steel,4,other,2,42.4,11.0,5.0,HWB28,466.4,conventional
53C1578,2024,6,37,33.87783888888889,-118.21435833333334,1953,1,concrete,0,other,3,14.2,7.3,,HWB7,103.66,conventional
53C1579,2024,6,37,33.88119722222222,-118.2146,1953,1,concrete,0,other,3,14.3,13.4,,HWB7,191.62,conventional
53C1582,2024,6,37,34.09892222222223,-118.09007222222222,1935,1,concrete,0,other,2,8.8,12.8,,HWB7,112.64,conventional
53C1583,2024,6,37,34.08445277777778,-118.10791388888887,1937,2,concrete,0,other,2,14.0,12.2,7.0,HWB5,170.79999999999998,conventional
53C1584,2024,6,37,33.84476666666667,-118.28614166666668,1983,1,concrete,0,other,3,11.6,14.6,,HWB8,169.36,seismic
53C1586,2024,6,37,34.45653611111111,-118.53610277777776,1979,1,concrete,5,other,1,13.1,12.1,7.0,HWB4,158.51,seismic
53C1587,2024,6,37,33.82214722222223,-118.12990833333332,1963,1,concrete,0,other,4,14.6,19.3,,HWB7,281.78000000000003,conventional
53C1588,2024,6,37,33.839525,-118.13221666666666,1963,1,concrete,0,other,2,7.6,10.4,,HWB7,79.03999999999999,conventional
53C1596,2024,6,37,34.212625,-118.23606666666667,1935,1,concrete,4,other,1,7.6,6.8,7.0,HWB3,51.68,conventional
53C1597,2024,6,37,34.21215555555556,-118.23637222222224,1935,1,concrete,4,other,1,7.6,8.8,7.0,HWB3,66.88,conventional
53C1598,2024,6,37,34.2117,-118.23670555555556,1935,1,concrete,4,other,1,7.6,9.1,7.0,HWB3,69.16,conventional
53C1599,2024,6,37,34.21086944444445,-118.23726388888888,1935,1,concrete,4,other,1,7.6,9.1,7.0,HWB3,69.16,conventional
53C1600,2024,6,37,34.209138888888894,-118.23842222222224,1935,1,concrete,4,other,1,7.6,9.1,7.0,HWB3,69.16,conventional
53C1601,2024,6,37,34.22808333333334,-118.26199722222222,1957,1,concrete,4,other,1,10.4,11.0,7.0,HWB3,114.4,conventional
53C1602,2024,6,37,34.220525,-118.25303055555555,1967,1,concrete,0,other,1,11.3,11.0,,HWB3,124.3,conventional
53C1603,2024,6,37,34.21559166666667,-118.24845833333332,1967,1,concrete,6,other,1,13.1,7.3,7.0,HWB3,95.63,conventional
53C1605,2024,6,37,34.180680555555554,-118.22665555555557,1940,4,steel,0,other,3,28.3,11.0,7.0,HWB10,311.3,conventional
53C1607,2024,6,37,34.15348888888889,-118.69683333333332,1974,1,concrete,0,other,2,8.6,10.9,,HWB7,93.74,conventional
53C1620,2024,6,37,34.15510555555555,-118.33076944444444,1977,1,concrete,0,other,2,8.2,12.1,,HWB8,99.21999999999998,seismic
53C1621,2024,6,37,34.45780833333334,-118.49751388888888,1978,6,prestressed_concrete,5,other,2,38.4,12.2,7.0,HWB6,468.48,seismic
53C1622,2024,6,37,34.02010277777778,-118.04745,1966,1,concrete,0,other,3,11.6,7.3,,HWB7,84.67999999999999,conventional
53C1625,2024,6,37,34.38542777777778,-118.53281388888888,1978,1,concrete,5,other,1,11.1,7.3,,HWB4,81.03,seismic
53C1632,2024,6,37,33.861330555555554,-118.20730833333332,1968,1,concrete,0,other,2,6.2,18.3,,HWB7,113.46,conventional
53C1633,2024,6,37,33.858894444444445,-118.20628611111113,1968,1,concrete,0,other,2,6.2,18.3,,HWB7,113.46,conventional
53C1640,2024,6,37,34.204952777777784,-118.23975,1979,5,prestressed_concrete,5,other,1,30.2,8.5,5.0,HWB4,256.7,seismic
53C1641,2024,6,37,34.44679444444444,-118.6645527777778,1960,1,concrete,0,other,3,6.4,6.7,,HWB7,42.88,conventional
53C1644,2024,6,37,34.45049166666667,-118.681875,1978,1,concrete,0,other,2,7.3,7.3,,HWB8,53.29,seismic
53C1645,2024,6,37,33.95603333333334,-118.1048861111111,1967,1,concrete,0,other,3,7.0,11.0,,HWB7,77.0,conventional
53C1646,2024,6,37,33.95397777777778,-118.10593055555556,1967,1,concrete,0,other,3,7.0,8.5,,HWB7,59.5,conventional
53C1651,2024,6,37,33.846716666666666,-118.3164,1962,1,concrete,5,other,2,8.8,20.1,,HWB7,176.88000000000002,conventional
53C1652,2024,6,37,33.838144444444445,-118.30981944444444,1965,1,concrete,5,other,2,8.2,17.9,,HWB7,146.77999999999997,conventional
53C1653,2024,6,37,33.84958888888889,-118.31764722222222,1965,1,concrete,5,other,2,9.8,19.2,,HWB7,188.16,conventional
53C1654,2024,6,37,33.84368611111111,-118.31431944444444,1980,5,prestressed_concrete,0,other,1,18.3,15.3,6.0,HWB4,279.99,seismic
53C1655,2024,6,37,33.854644444444446,-118.34351388888888,1975,3,steel,0,other,1,7.0,21.2,,HWB16,148.4,seismic
53C1656,2024,6,37,33.85455833333334,-118.34352222222222,1975,3,steel,0,other,1,9.4,21.2,,HWB16,199.28,seismic
53C1657,2024,6,37,34.160333333333334,-118.70118611111111,1974,1,concrete,5,other,2,10.1,20.5,,HWB7,207.05,conventional
53C1658,2024,6,37,34.08462777777778,-118.45953888888889,1949,2,concrete,2,other,6,38.4,8.4,7.0,HWB5,322.56,conventional
53C1660,2024,6,37,34.06454166666666,-118.20861666666669,1980,2,concrete,5,other,2,55.8,24.4,5.0,HWB6,1361.5199999999998,seismic
53C1661,2024,6,37,34.06401111111111,-118.21139444444444,1980,6,prestressed_concrete,5,other,2,32.7,20.1,7.0,HWB6,657.2700000000001,seismic
53C1662,2024,6,37,34.260441666666665,-118.44413333333334,1974,5,prestressed_concrete,5,other,1,46.9,20.1,7.0,HWB3,942.69,conventional
53C1663,2024,6,37,34.12135,-118.16823611111111,1939,2,concrete,4,other,3,49.4,12.0,7.0,HWB5,592.8,conventional
53C1664,2024,6,37,34.08133055555556,-118.14183333333334,1979,1,concrete,5,other,1,22.1,12.5,4.0,HWB4,276.25,seismic
53C1665,2024,6,37,34.08289722222223,-118.13813611111112,1979,5,prestressed_concrete,5,other,1,17.7,11.0,5.0,HWB4,194.7,seismic
53C1666,2024,6,37,34.08449166666667,-118.13444166666667,1979,1,concrete,5,other,1,18.3,16.5,4.0,HWB4,301.95,seismic
53C1667,2024,6,37,34.086666666666666,-118.12933055555555,1979,5,prestressed_concrete,0,other,1,16.5,11.0,6.0,HWB4,181.5,seismic
53C1668,2024,6,37,34.087519444444446,-118.12730277777776,1979,1,concrete,5,other,1,18.3,11.0,5.0,HWB4,201.3,seismic
53C1669,2024,6,37,34.089394444444444,-118.1229361111111,1979,1,concrete,5,other,1,18.0,17.1,4.0,HWB4,307.8,seismic
53C1670,2024,6,37,34.09078055555556,-118.11968611111112,1979,5,prestressed_concrete,5,other,1,18.0,14.6,5.0,HWB4,262.8,seismic
53C1671,2024,6,37,34.11545,-118.09791388888888,1968,5,prestressed_concrete,5,other,1,18.9,12.2,6.0,HWB3,230.58,conventional
53C1672,2024,6,37,34.118722222222225,-118.09818055555554,1938,1,concrete,0,other,1,11.3,14.6,7.0,HWB3,164.98000000000002,conventional
53C1674,2024,6,37,34.07905277777778,-118.15177777777778,1979,5,prestressed_concrete,5,other,1,16.2,15.2,4.0,HWB4,246.24,seismic
53C1675,2024,6,37,34.0861,-118.10899166666664,1969,1,concrete,0,other,1,13.6,8.4,4.0,HWB3,114.24,conventional
53C1679,2024,6,37,34.123875,-118.09975555555556,1910,1,concrete,0,other,2,12.9,30.2,7.0,HWB7,389.58,conventional
53C1681,2024,6,37,34.44778333333333,-118.511975,1979,1,concrete,5,other,1,16.9,12.2,7.0,HWB4,206.18,seismic
53C1684,2024,6,37,34.244302777777776,-118.36868055555554,1963,2,concrete,5,other,1,9.8,6.9,,HWB3,67.62,conventional
53C1686,2024,6,37,34.06530833333333,-118.49565833333334,1928,1,concrete,4,other,1,23.8,7.9,,HWB3,188.02,conventional
53C1687,2024,6,37,34.269891666666666,-118.59075555555556,1973,1,concrete,0,other,3,20.7,24.4,,HWB7,505.0799999999999,conventional
53C1688,2024,6,37,33.985147222222224,-118.46705555555556,1907,1,concrete,1,other,1,13.1,6.1,5.0,HWB3,79.91,conventional
53C1689,2024,6,37,33.98453055555556,-118.46651111111112,1907,1,concrete,1,other,1,13.1,6.1,5.0,HWB3,79.91,conventional
53C1690,2024,6,37,33.98391111111111,-118.46597222222222,1907,1,concrete,1,other,1,13.7,6.1,5.0,HWB3,83.57,conventional
53C1691,2024,6,37,33.98328888888889,-118.46542777777778,1907,1,concrete,1,other,1,13.1,6.1,5.0,HWB3,79.91,conventional
53C1696,2024,6,37,33.91878333333333,-118.00424722222222,1979,1,concrete,0,other,3,7.6,6.2,,HWB8,47.12,seismic
53C1697,2024,6,37,34.46083055555556,-118.15805833333334,1978,3,steel,0,other,5,9.1,7.9,,HWB28,71.89,seismic
53C1698,2024,6,37,33.900425,-118.06138333333332,1980,1,concrete,0,other,5,13.1,7.9,,HWB8,103.49,seismic
53C1702,2024,6,37,33.87278611111111,-118.10223333333332,1941,1,concrete,0,other,3,7.0,20.0,,HWB7,140.0,conventional
53C1705,2024,6,37,34.06881666666667,-118.23317222222222,1929,2,concrete,2,other,32,147.5,20.7,7.0,HWB5,3053.25,conventional
53C1709,2024,6,37,34.150194444444445,-118.42390833333334,1952,1,concrete,2,other,1,50.6,18.0,7.0,HWB3,910.8,conventional
53C1712,2024,6,37,34.27904722222222,-118.48501388888889,1962,1,concrete,5,other,1,8.2,24.4,,HWB3,200.08,conventional
53C1713,2024,6,37,34.276580555555554,-118.48628333333332,1978,1,concrete,5,other,2,11.7,12.8,,HWB8,149.76,seismic
53C1714,2024,6,37,34.28135555555556,-118.45485555555555,1967,1,concrete,0,other,2,10.4,11.0,,HWB7,114.4,conventional
53C1715,2024,6,37,34.27893611111111,-118.45604722222222,1967,1,concrete,0,other,1,8.5,24.4,,HWB3,207.4,conventional
53C1716,2024,6,37,34.31969166666667,-118.49673055555556,1969,1,concrete,0,other,2,7.3,21.0,,HWB7,153.29999999999998,conventional
53C1717,2024,6,37,33.87765555555556,-118.22195833333332,1980,1,concrete,0,other,7,39.0,15.2,,HWB8,592.8,seismic
53C1718,2024,6,37,33.876111111111115,-118.22038888888888,1980,1,concrete,0,other,7,39.0,15.2,,HWB8,592.8,seismic
53C1719,2024,6,37,33.88702222222222,-118.21575277777778,1953,1,concrete,0,other,3,14.9,20.7,,HWB7,308.43,conventional
53C1720,2024,6,37,34.252786111111114,-118.30146388888888,1936,1,concrete,1,other,1,7.3,9.1,,HWB3,66.42999999999999,conventional
53C1721,2024,6,37,34.25223888888889,-118.30036666666666,1937,1,concrete,1,other,1,9.8,6.1,,HWB3,59.78,conventional
53C1722,2024,6,37,34.23125833333334,-118.35621388888887,1960,1,concrete,5,other,1,6.7,9.1,,HWB3,60.97,conventional
53C1723,2024,6,37,34.221358333333335,-118.45972222222224,1957,1,concrete,5,other,3,19.2,22.6,,HWB7,433.92,conventional
53C1724,2024,6,37,34.1663,-118.76218333333334,1981,1,concrete,5,other,2,17.0,12.2,,HWB8,207.4,seismic
53C1725,2024,6,37,34.24985,-118.61582222222222,1967,1,concrete,0,other,1,7.9,10.1,,HWB3,79.79,conventional
53C1728,2024,6,37,34.44848333333333,-118.49353333333332,1981,1,concrete,0,other,2,6.2,11.9,,HWB8,73.78,seismic
53C1729,2024,6,37,34.46068611111112,-118.420975,1930,1,concrete,0,other,3,9.4,8.2,,HWB7,77.08,conventional
53C1736,2024,6,37,34.147597222222224,-118.17251666666668,1940,1,concrete,0,other,1,10.9,6.7,7.0,HWB3,73.03,conventional
53C1741,2024,6,37,34.101150000000004,-118.09214722222222,1935,1,concrete,0,other,2,11.0,12.2,,HWB7,134.2,conventional
53C1743,2024,6,37,33.874472222222224,-118.22222222222224,1974,2,concrete,6,other,3,51.8,18.0,4.0,HWB5,932.4,conventional
53C1744,2024,6,37,33.87405833333333,-118.2186638888889,1956,3,steel,5,other,10,219.8,31.7,4.0,HWB1,6967.66,conventional
53C1745,2024,6,37,33.87393333333333,-118.21489444444444,1952,1,concrete,0,other,3,16.5,27.5,,HWB7,453.75,conventional
53C1749,2024,6,37,34.315349999999995,-118.44080277777778,1962,1,concrete,4,other,1,7.3,24.4,,HWB3,178.11999999999998,conventional
53C1753,2024,6,37,34.24263888888889,-118.57102777777776,1963,1,concrete,0,other,1,6.7,22.3,,HWB3,149.41,conventional
53C1755,2024,6,37,34.23543055555556,-118.56447777777778,1982,1,concrete,6,other,1,7.9,13.4,5.0,HWB4,105.86,seismic
53C1756,2024,6,37,34.23906111111111,-118.56451388888888,1982,1,concrete,5,other,1,8.2,13.4,5.0,HWB4,109.88,seismic
53C1758,2024,6,37,34.24895,-118.49355555555556,1957,1,concrete,2,other,2,12.2,18.9,,HWB7,230.58,conventional
53C1759,2024,6,37,34.25004444444444,-118.49520833333334,1972,2,concrete,2,other,2,6.7,19.8,,HWB5,132.66,conventional
53C1760,2024,6,37,34.274205555555554,-118.31522222222222,1971,2,concrete,2,other,2,9.1,7.3,,HWB5,66.42999999999999,conventional
53C1762,2024,6,37,34.213150000000006,-118.49750555555556,1955,2,concrete,5,other,2,18.3,13.4,7.0,HWB5,245.22000000000003,conventional
53C1766,2024,6,37,34.022325,-118.41578333333334,1953,2,concrete,0,other,2,7.0,18.9,7.0,HWB5,132.29999999999998,conventional
53C1767,2024,6,37,34.05982777777778,-118.4954,1966,1,concrete,5,other,1,9.8,12.2,,HWB3,119.56,conventional
53C1772,2024,6,37,34.05576666666666,-118.22222777777776,1930,1,concrete,0,other,1,14.3,21.3,7.0,HWB3,304.59000000000003,conventional
53C1773,2024,6,37,34.10241111111111,-118.38186666666664,1956,2,concrete,5,other,10,55.2,7.3,5.0,HWB5,402.96,conventional
53C1776,2024,6,37,34.40893611111111,-118.46003055555556,1968,2,concrete,6,other,4,69.0,22.5,7.0,HWB5,1552.5,conventional
53C1777L,2024,6,37,34.41225,-118.45773055555556,1938,2,concrete,0,other,8,130.1,11.3,6.0,HWB5,1470.13,conventional
53C1777R,2024,6,37,34.412305555555555,-118.45750555555556,1968,2,concrete,6,other,8,123.4,11.0,5.0,HWB5,1357.4,conventional
53C1779,2024,6,37,34.01228055555556,-118.373625,1985,6,prestressed_concrete,5,other,3,48.4,11.0,5.0,HWB6,532.4,seismic
53C1780,2024,6,37,34.05338888888889,-118.24140833333334,1975,1,concrete,5,other,1,80.8,18.9,7.0,HWB4,1527.12,seismic
53C1785,2024,6,37,34.21904444444445,-118.23121388888887,1935,1,concrete,4,other,1,7.3,24.4,7.0,HWB3,178.11999999999998,conventional
53C1786,2024,6,37,34.16991111111111,-118.2290111111111,1933,3,steel,0,other,1,45.7,17.7,7.0,HWB15,808.89,conventional
53C1787,2024,6,37,34.19101666666666,-118.22821388888887,1933,1,concrete,0,other,1,17.7,17.7,7.0,HWB3,313.29,conventional
53C1790,2024,6,37,33.98490833333334,-118.12568888888887,1983,2,concrete,5,other,2,29.3,11.3,6.0,HWB6,331.09000000000003,seismic
53C1792,2024,6,37,34.30865555555555,-118.07363888888888,1983,3,steel,5,other,1,11.9,7.3,,HWB16,86.87,seismic
53C1793,2024,6,37,34.32875277777778,-118.11975277777778,1982,3,steel,5,other,1,10.4,7.9,,HWB16,82.16000000000001,seismic
53C1795,2024,6,37,33.823925,-118.07496388888887,1982,1,concrete,0,other,2,8.5,10.8,,HWB8,91.8,seismic
53C1799,2024,6,37,34.42355555555555,-118.44915833333334,1983,1,concrete,0,other,2,12.4,12.2,,HWB8,151.28,seismic
53C1800,2024,6,37,33.88797777777778,-118.01244444444444,1984,1,concrete,5,other,1,38.1,21.1,7.0,HWB4,803.9100000000001,seismic
53C1807,2024,6,37,34.374769444444446,-118.55246388888888,1971,1,concrete,0,other,1,14.2,11.0,,HWB3,156.2,conventional
53C1809,2024,6,37,34.030788888888885,-118.01952222222222,1983,6,prestressed_concrete,6,other,3,67.1,18.0,4.0,HWB6,1207.8,seismic
53C1812,2024,6,37,34.15454444444444,-118.75944166666666,1982,1,concrete,5,other,1,17.1,22.3,6.0,HWB4,381.33,seismic
53C1813,2024,6,37,34.216425,-118.22553333333332,1935,1,concrete,0,other,1,6.7,24.4,,HWB3,163.48,conventional
53C1814,2024,6,37,34.14008333333333,-118.02037777777778,1958,1,concrete,0,other,1,13.4,21.3,7.0,HWB3,285.42,conventional
53C1822,2024,6,37,34.25733611111111,-118.49015833333334,1956,2,concrete,2,other,2,18.0,23.8,5.0,HWB5,428.4,conventional
53C1827,2024,6,37,34.051424999999995,-118.25253888888888,1982,1,concrete,5,other,1,9.4,18.9,7.0,HWB4,177.66,seismic
53C1829,2024,6,37,34.185002777777775,-118.175575,1955,2,concrete,5,other,3,123.2,17.4,7.0,HWB5,2143.68,conventional
53C1831,2024,6,37,34.492758333333335,-118.6166361111111,1986,1,concrete,5,other,1,19.8,19.5,5.0,HWB4,386.1,seismic
53C1833,2024,6,37,34.205758333333335,-118.34885,1984,2,concrete,5,other,2,38.4,14.9,5.0,HWB6,572.16,seismic
53C1834,2024,6,37,34.20520833333334,-118.34888611111111,1984,2,concrete,5,other,2,39.6,18.3,5.0,HWB6,724.6800000000001,seismic
53C1836,2024,6,37,34.42804722222222,-118.5406,1985,6,prestressed_concrete,5,other,2,51.6,34.0,7.0,HWB6,1754.4,seismic
53C1840,2024,6,37,34.42389166666666,-118.56221388888888,1985,5,prestressed_concrete,5,other,7,181.4,25.6,7.0,HWB2,4643.84,seismic
53C1841,2024,6,37,34.144425,-118.1677638888889,1954,1,concrete,0,other,1,16.1,9.2,7.0,HWB3,148.12,conventional
53C1842,2024,6,37,34.14606111111111,-118.08841388888888,1925,2,concrete,0,other,2,16.5,20.1,7.0,HWB5,331.65000000000003,conventional
53C1843,2024,6,37,34.18385833333333,-118.17019166666668,1955,2,concrete,5,other,2,32.6,12.2,7.0,HWB5,397.72,conventional
53C1846,2024,6,37,34.07683611111111,-118.81500833333332,1960,3,steel,0,other,4,7.3,12.8,,HWB28,93.44,conventional
53C1847,2024,6,37,34.091838888888894,-118.67986388888887,1981,3,steel,0,other,1,7.9,7.3,,HWB16,57.67,seismic
53C1850,2024,6,37,34.14873333333333,-118.63131388888888,1985,5,prestressed_concrete,5,other,1,14.9,12.1,6.0,HWB4,180.29,seismic
53C1851,2024,6,37,34.18554722222222,-118.1767138888889,1955,2,concrete,5,other,3,106.2,19.5,7.0,HWB5,2070.9,conventional
53C1852,2024,6,37,34.15965277777778,-118.76070555555556,1981,1,concrete,5,other,2,13.1,12.2,,HWB8,159.82,seismic
53C1856,2024,6,37,34.060205555555555,-118.00203055555556,1985,5,prestressed_concrete,5,other,7,128.8,9.1,7.0,HWB8,1172.0800000000002,seismic
53C1859,2024,6,37,34.15857777777778,-118.25486666666669,1986,5,prestressed_concrete,5,other,1,29.9,27.0,7.0,HWB4,807.3,seismic
53C1860,2024,6,37,34.44458888888889,-118.51293333333334,1985,6,prestressed_concrete,5,other,2,48.5,19.5,7.0,HWB6,945.75,seismic
53C1861,2024,6,37,34.46510277777778,-118.6612027777778,1983,1,concrete,5,other,5,21.0,9.0,,HWB8,189.0,seismic
53C1865,2024,6,37,33.90609444444444,-118.0377861111111,1982,1,concrete,0,other,2,8.2,18.9,,HWB8,154.97999999999996,seismic
53C1869M,2024,6,37,34.273202777777776,-118.45113055555557,1967,1,concrete,0,other,2,11.6,22.0,,HWB7,255.2,conventional
53C1874,2024,6,37,34.112925000000004,-118.1775027777778,1912,1,concrete,0,other,6,119.4,12.8,,HWB7,1528.3200000000002,conventional
53C1875,2024,6,37,34.08321111111111,-118.22170555555556,1939,1,concrete,0,other,2,43.0,12.2,7.0,HWB7,524.6,conventional
53C1876,2024,6,37,34.08616666666667,-118.21279444444444,1940,2,concrete,1,other,1,23.8,15.8,7.0,HWB3,376.04,conventional
53C1877,2024,6,37,34.093138888888895,-118.20615,1939,2,concrete,1,other,1,24.3,7.9,7.0,HWB3,191.97000000000003,conventional
53C1878,2024,6,37,34.10788888888889,-118.18638333333334,1909,1,concrete,1,other,3,65.5,14.0,7.0,HWB7,917.0,conventional
53C1879,2024,6,37,34.110825,-118.17991944444444,1940,2,concrete,2,other,1,32.0,10.7,7.0,HWB3,342.4,conventional
53C1881,2024,6,37,34.113036111111114,-118.26579444444444,1929,1,concrete,4,other,10,157.9,24.4,,HWB1,3852.76,conventional
53C1882,2024,6,37,34.11183333333334,-118.26815833333332,1929,1,concrete,5,other,3,158.0,24.4,7.0,HWB1,3855.2,conventional
53C1883,2024,6,37,34.11343333333333,-118.26575555555556,1929,1,concrete,4,other,6,96.3,8.2,,HWB7,789.6599999999999,conventional
53C1884,2024,6,37,34.113197222222226,-118.26551666666668,1929,1,concrete,4,other,6,96.3,8.7,,HWB7,837.81,conventional
53C1885,2024,6,37,34.319972222222226,-118.49673611111112,1971,2,concrete,5,other,3,79.2,12.2,5.0,HWB5,966.24,conventional
53C1886,2024,6,37,34.04671111111111,-118.53155833333334,1961,1,concrete,5,other,1,9.7,12.2,7.0,HWB3,118.34,conventional
53C1888,2024,6,37,33.90978055555556,-118.02820833333334,1987,1,concrete,0,other,1,7.6,10.9,,HWB4,82.84,seismic
53C1889,2024,6,37,33.917313888888884,-118.01947222222222,1987,1,concrete,0,other,1,11.6,24.7,,HWB4,286.52,seismic
53C1890,2024,6,37,33.91373055555555,-118.02348611111113,1987,1,concrete,0,other,1,7.3,11.0,,HWB4,80.3,seismic
53C1895,2024,6,37,34.4741,-118.6676138888889,1981,1,concrete,5,other,3,10.1,9.4,,HWB8,94.94,seismic
53C1898,2024,6,37,34.15090277777777,-118.1462138888889,1976,1,concrete,6,other,1,22.6,25.0,7.0,HWB4,565.0,seismic
53C1900,2024,6,37,34.010175,-118.49638055555556,1939,1,concrete,2,other,17,148.5,7.3,4.0,HWB7,1084.05,conventional
53C1902,2024,6,37,34.17717777777778,-118.31256388888887,1959,5,prestressed_concrete,0,other,4,173.0,15.8,5.0,HWB1,2733.4,conventional
53C1903,2024,6,37,34.18031388888889,-118.31460277777778,1959,1,concrete,4,other,2,145.0,15.8,7.0,HWB7,2291.0,conventional
53C1904,2024,6,37,33.917002777777775,-118.07932222222222,1954,1,concrete,0,other,6,14.0,20.3,,HWB7,284.2,conventional
53C1908,2024,6,37,34.46885,-118.66256944444444,1981,1,concrete,0,other,3,10.1,10.4,,HWB8,105.04,seismic
53C1911,2024,6,37,34.141844444444445,-118.03896944444443,1957,1,concrete,5,other,1,10.1,17.0,,HWB3,171.7,conventional
53C1912,2024,6,37,34.14821388888889,-118.05435555555556,1956,1,concrete,0,other,2,7.3,15.8,,HWB7,115.34,conventional
53C1913,2024,6,37,34.148225,-118.05050555555556,1971,2,concrete,6,other,2,44.8,15.8,7.0,HWB5,707.84,conventional
